0,821.351,225.698,0.953448,846.825,259.045,0.715006,838.962,257.16,0.681265,837.042,317.836,0.0881865,0,0,0,852.709,259.057,0.892609,838.924,306.177,0.976288,791.995,274.875,0.881831,846.812,380.524,0.735543,790.099,429.453,0.890604,807.662,511.818,0.771953,880.159,378.605,0.736971,915.338,458.908,0.828755,966.347,494.263,0.849802,821.339,214.053,0.706937,829.204,217.931,0.829122,0,0,0,852.681,225.809,0.99139
1,807.612,221.838,0.916019,839.026,257.204,0.790266,833.137,257.197,0.729871,829.239,315.888,0.27802,776.392,317.837,0.207801,844.902,257.172,0.87359,844.862,317.8,0.843153,788.083,319.804,0.898054,839.041,380.502,0.764434,790.038,445.273,0.903835,799.793,541.21,0.780594,870.359,376.688,0.77185,899.632,468.711,0.855046,970.252,478.471,0.841549,807.584,212.089,0.353677,815.525,212.094,0.894694,0,0,0,838.993,217.951,0.938304
2,799.825,221.882,0.869269,837.036,261.051,0.79495,823.359,259.152,0.718477,833.118,321.889,0.169489,807.613,353.105,0.243219,848.826,261.066,0.799019,854.779,319.903,0.91981,813.569,355.064,0.839914,835.095,378.614,0.718708,801.779,464.862,0.76733,809.693,525.544,0.589795,858.641,380.523,0.720602,868.335,476.595,0.8122,934.998,458.944,0.726916,803.73,212.204,0.241015,807.591,212.122,0.963553,0,0,0,833.086,219.907,0.892219
3,790.083,219.928,0.933481,825.309,268.847,0.810524,817.424,268.921,0.731032,819.374,331.593,0.777166,768.482,335.583,0.866477,838.938,263.067,0.830376,870.277,319.824,0.931608,846.863,372.731,0.791945,833.167,382.465,0.652031,819.343,476.518,0.737018,848.798,551.007,0.652441,854.68,380.589,0.708653,821.315,470.691,0.69826,889.978,466.814,0.633281,791.996,212.015,0.215703,797.895,212.077,0.914069,0,0,0,823.269,221.887,0.944045
4,784.167,212.148,0.933212,815.494,261.08,0.809732,803.692,266.958,0.733496,786.123,321.852,0.835924,744.895,306.034,0.925551,827.282,257.195,0.789315,886.062,298.288,0.850485,870.449,360.967,0.874636,839.068,382.475,0.561188,837.086,458.914,0.379314,864.482,496.165,0.218115,842.959,382.584,0.624614,784.15,447.194,0.90094,858.62,484.402,0.466061,788.062,210.05,0.325674,791.989,210.033,0.966331,0,0,0,819.37,214.113,0.881079
5,776.417,210.057,0.963346,807.633,257.05,0.938092,788.003,261.063,0.825848,758.667,306.106,0.944106,729.238,272.804,0.984955,827.296,245.376,0.791566,893.847,272.872,0.883779,884.077,335.434,0.94791,840.953,370.764,0.489405,870.432,458.918,0.788023,917.372,535.31,0.779767,839.029,370.754,0.644038,758.668,429.53,0.917863,809.578,505.937,0.734234,778.262,206.207,0.167994,788.087,198.418,0.91655,0,0,0,809.693,210.024,0.937661
6,776.339,200.352,0.936007,805.754,245.472,0.885871,782.237,257.129,0.800921,756.648,302.141,0.849875,729.262,272.705,0.9864,825.321,241.485,0.816656,888.029,264.984,0.84905,883.996,327.708,0.904119,835.072,368.766,0.529838,880.169,447.186,0.778847,948.728,505.99,0.767228,831.193,368.768,0.636466,750.833,431.489,0.8748,768.492,531.417,0.750316,776.418,196.322,0.220134,788.017,194.484,0.919407,0,0,0,809.632,198.436,0.877383
7,776.285,196.348,0.98797,805.733,241.52,0.924739,788.011,245.374,0.790434,768.47,302.204,0.83656,727.33,288.402,0.940725,823.365,239.437,0.821508,882.129,278.686,0.869277,860.557,341.433,0.860664,823.342,366.793,0.50766,860.53,449.141,0.804424,948.761,466.78,0.803485,823.381,366.883,0.67917,758.711,447.137,0.930456,756.745,545.162,0.779821,776.42,192.507,0.164796,786.105,188.594,0.875274,0,0,0,807.729,194.535,0.991719
8,774.336,194.523,0.989001,807.699,243.357,0.915326,791.928,243.5,0.82192,793.937,304.164,0.779547,746.938,319.719,0.821088,823.407,241.424,0.869357,862.533,300.256,0.856576,821.353,349.17,0.908097,823.358,366.824,0.546748,836.966,458.971,0.839747,919.313,445.22,0.731286,825.316,368.8,0.678715,776.231,460.846,0.875708,774.433,539.21,0.655987,776.352,190.517,0.141492,780.259,186.654,0.864434,0,0,0,807.599,194.54,1.01498
9,774.353,196.375,0.976745,817.412,243.53,0.773892,801.788,243.53,0.690437,805.677,317.821,0.250405,780.215,345.297,0.342916,829.203,243.478,0.806107,829.205,317.812,0.819553,764.556,329.609,0.829124,819.36,368.759,0.640141,807.649,460.892,0.568691,886.096,445.234,0.580437,835.116,368.795,0.737811,799.813,462.823,0.731324,823.274,556.838,0.646122,776.348,192.48,0.101417,780.209,190.498,0.892314,0,0,0,807.592,196.352,1.01493
10,776.259,196.397,0.984063,815.511,243.493,0.739469,807.606,243.388,0.685863,795.908,310.037,0.195278,731.302,276.82,0.21193,821.438,245.388,0.809228,789.949,312.029,0.853311,729.263,280.685,0.843965,819.407,370.792,0.675332,764.548,435.458,0.808986,840.978,478.504,0.337646,842.92,370.839,0.677434,836.955,474.616,0.711109,870.355,554.882,0.704483,0,0,0,784.182,190.543,0.89084,0,0,0,807.654,196.439,0.978068
